img_path,fine_label,super_label,sharpness
data\019.San_Antonio-class_transport_dock\P0648.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.69942
data\019.San_Antonio-class_transport_dock\P0652.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.381615
data\019.San_Antonio-class_transport_dock\P0660.bmp,019.San_Antonio-class_transport_dock,Amphibious,77.09192
data\019.San_Antonio-class_transport_dock\P0664.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.37285
data\019.San_Antonio-class_transport_dock\P0768.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.726036
data\019.San_Antonio-class_transport_dock\P0769.bmp,019.San_Antonio-class_transport_dock,Amphibious,91.257996
data\019.San_Antonio-class_transport_dock\P0793.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.941345
data\019.San_Antonio-class_transport_dock\P0794.bmp,019.San_Antonio-class_transport_dock,Amphibious,67.13187
data\019.San_Antonio-class_transport_dock\P0881.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.31564
data\019.San_Antonio-class_transport_dock\P0919.bmp,019.San_Antonio-class_transport_dock,Amphibious,89.74577
data\019.San_Antonio-class_transport_dock\P0930.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.8851
data\019.San_Antonio-class_transport_dock\P0937.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.891815
data\019.San_Antonio-class_transport_dock\P0945.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.37179
data\019.San_Antonio-class_transport_dock\P0969.bmp,019.San_Antonio-class_transport_dock,Amphibious,82.33939
data\019.San_Antonio-class_transport_dock\P0975.bmp,019.San_Antonio-class_transport_dock,Amphibious,77.64827
data\019.San_Antonio-class_transport_dock\P0983.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.63371
data\019.San_Antonio-class_transport_dock\P1031.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.89302
data\019.San_Antonio-class_transport_dock\P1049.bmp,019.San_Antonio-class_transport_dock,Amphibious,73.511795
data\019.San_Antonio-class_transport_dock\P1053.bmp,019.San_Antonio-class_transport_dock,Amphibious,89.40243
data\019.San_Antonio-class_transport_dock\P1093.bmp,019.San_Antonio-class_transport_dock,Amphibious,69.1409
data\019.San_Antonio-class_transport_dock\P1147.bmp,019.San_Antonio-class_transport_dock,Amphibious,91.4951
data\019.San_Antonio-class_transport_dock\P1218.bmp,019.San_Antonio-class_transport_dock,Amphibious,82.98575
data\019.San_Antonio-class_transport_dock\P1235.bmp,019.San_Antonio-class_transport_dock,Amphibious,85.76473
data\019.San_Antonio-class_transport_dock\P1294.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.45583
data\019.San_Antonio-class_transport_dock\P1304.bmp,019.San_Antonio-class_transport_dock,Amphibious,91.53642
data\019.San_Antonio-class_transport_dock\P1323.bmp,019.San_Antonio-class_transport_dock,Amphibious,72.27802
data\019.San_Antonio-class_transport_dock\P1413.bmp,019.San_Antonio-class_transport_dock,Amphibious,91.49572
data\019.San_Antonio-class_transport_dock\P1437.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.68201
data\019.San_Antonio-class_transport_dock\P1466.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.37235
data\019.San_Antonio-class_transport_dock\P1479.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.96249
data\019.San_Antonio-class_transport_dock\P1494.bmp,019.San_Antonio-class_transport_dock,Amphibious,69.52698
data\019.San_Antonio-class_transport_dock\P1506.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.92691
data\019.San_Antonio-class_transport_dock\P1522.bmp,019.San_Antonio-class_transport_dock,Amphibious,88.4202
data\019.San_Antonio-class_transport_dock\P1525.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.88565
data\019.San_Antonio-class_transport_dock\P1528.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.674805
data\019.San_Antonio-class_transport_dock\P1534.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.010864
data\019.San_Antonio-class_transport_dock\P1537.bmp,019.San_Antonio-class_transport_dock,Amphibious,82.31859
data\019.San_Antonio-class_transport_dock\P1550.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.16179
data\019.San_Antonio-class_transport_dock\P1573.bmp,019.San_Antonio-class_transport_dock,Amphibious,85.522484
data\019.San_Antonio-class_transport_dock\P1624.bmp,019.San_Antonio-class_transport_dock,Amphibious,70.91275
data\019.San_Antonio-class_transport_dock\P1649.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.74478
data\019.San_Antonio-class_transport_dock\P1655.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.96148
data\019.San_Antonio-class_transport_dock\P1734.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.386024
data\019.San_Antonio-class_transport_dock\P1760.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.289345
data\019.San_Antonio-class_transport_dock\P1814.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.030205
data\019.San_Antonio-class_transport_dock\P1871.bmp,019.San_Antonio-class_transport_dock,Amphibious,67.18701
data\019.San_Antonio-class_transport_dock\P1928.bmp,019.San_Antonio-class_transport_dock,Amphibious,86.729126
data\019.San_Antonio-class_transport_dock\P1964.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.08324
data\019.San_Antonio-class_transport_dock\P1989.bmp,019.San_Antonio-class_transport_dock,Amphibious,87.631775
data\019.San_Antonio-class_transport_dock\P2006.bmp,019.San_Antonio-class_transport_dock,Amphibious,68.384705
data\019.San_Antonio-class_transport_dock\P2061.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.60748
data\019.San_Antonio-class_transport_dock\P2081.bmp,019.San_Antonio-class_transport_dock,Amphibious,69.77008
data\019.San_Antonio-class_transport_dock\P2124.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.087204
data\019.San_Antonio-class_transport_dock\P2131.bmp,019.San_Antonio-class_transport_dock,Amphibious,85.791084
data\019.San_Antonio-class_transport_dock\P2152.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.8016
data\019.San_Antonio-class_transport_dock\P2158.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.15595
data\019.San_Antonio-class_transport_dock\P2190.bmp,019.San_Antonio-class_transport_dock,Amphibious,76.073494
data\019.San_Antonio-class_transport_dock\P2200.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.028305
data\019.San_Antonio-class_transport_dock\P2234.bmp,019.San_Antonio-class_transport_dock,Amphibious,86.30101
data\019.San_Antonio-class_transport_dock\P2362.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.6897
data\019.San_Antonio-class_transport_dock\P2382.bmp,019.San_Antonio-class_transport_dock,Amphibious,86.45162
data\019.San_Antonio-class_transport_dock\P2503.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.74331
data\019.San_Antonio-class_transport_dock\P2523.bmp,019.San_Antonio-class_transport_dock,Amphibious,70.80576
data\019.San_Antonio-class_transport_dock\P2577.bmp,019.San_Antonio-class_transport_dock,Amphibious,85.22981
data\019.San_Antonio-class_transport_dock\P2590.bmp,019.San_Antonio-class_transport_dock,Amphibious,87.89034
data\019.San_Antonio-class_transport_dock\P2594.bmp,019.San_Antonio-class_transport_dock,Amphibious,75.7625
data\019.San_Antonio-class_transport_dock\P2650.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.7702
data\019.San_Antonio-class_transport_dock\P2663.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.341965
data\019.San_Antonio-class_transport_dock\P2705.bmp,019.San_Antonio-class_transport_dock,Amphibious,87.95618
data\019.San_Antonio-class_transport_dock\P2710.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.88568
data\019.San_Antonio-class_transport_dock\P2719.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.600494
data\019.San_Antonio-class_transport_dock\P2755.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.41501
data\019.San_Antonio-class_transport_dock\P2778.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.72592
data\019.San_Antonio-class_transport_dock\P2788.bmp,019.San_Antonio-class_transport_dock,Amphibious,67.39743
data\019.San_Antonio-class_transport_dock\P2813.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.62637
data\019.San_Antonio-class_transport_dock\P2870.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.42699
data\019.San_Antonio-class_transport_dock\P2962.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.69626
data\019.San_Antonio-class_transport_dock\P3027.bmp,019.San_Antonio-class_transport_dock,Amphibious,86.302185
data\019.San_Antonio-class_transport_dock\P3043.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.92312
data\019.San_Antonio-class_transport_dock\P3093.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.38396
data\019.San_Antonio-class_transport_dock\P3110.bmp,019.San_Antonio-class_transport_dock,Amphibious,67.993614
data\019.San_Antonio-class_transport_dock\P3123.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.67282
data\019.San_Antonio-class_transport_dock\P3154.bmp,019.San_Antonio-class_transport_dock,Amphibious,90.46799
data\019.San_Antonio-class_transport_dock\P3157.bmp,019.San_Antonio-class_transport_dock,Amphibious,90.08092
data\019.San_Antonio-class_transport_dock\P3190.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.889595
data\019.San_Antonio-class_transport_dock\P3208.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.35492
data\019.San_Antonio-class_transport_dock\P3269.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.61264
data\019.San_Antonio-class_transport_dock\P3287.bmp,019.San_Antonio-class_transport_dock,Amphibious,67.90399
data\019.San_Antonio-class_transport_dock\P3289.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.7316
data\019.San_Antonio-class_transport_dock\P3357.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.2988
data\019.San_Antonio-class_transport_dock\P3423.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.15868
data\019.San_Antonio-class_transport_dock\P3503.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.921906
data\019.San_Antonio-class_transport_dock\P3521.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.89377
data\019.San_Antonio-class_transport_dock\P3543.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.76245
data\019.San_Antonio-class_transport_dock\P3563.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.81839
data\019.San_Antonio-class_transport_dock\P3567.bmp,019.San_Antonio-class_transport_dock,Amphibious,71.378555
data\019.San_Antonio-class_transport_dock\P3573.bmp,019.San_Antonio-class_transport_dock,Amphibious,82.70639
data\019.San_Antonio-class_transport_dock\P3580.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.72043
data\019.San_Antonio-class_transport_dock\P3602.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.65409
data\019.San_Antonio-class_transport_dock\P3610.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.11799
data\019.San_Antonio-class_transport_dock\P3640.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.76203
data\019.San_Antonio-class_transport_dock\P3708.bmp,019.San_Antonio-class_transport_dock,Amphibious,68.08614
data\019.San_Antonio-class_transport_dock\P3724.bmp,019.San_Antonio-class_transport_dock,Amphibious,90.47222
data\019.San_Antonio-class_transport_dock\P3742.bmp,019.San_Antonio-class_transport_dock,Amphibious,87.44539
data\019.San_Antonio-class_transport_dock\P3767.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.21061
data\019.San_Antonio-class_transport_dock\P3818.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.37543
data\019.San_Antonio-class_transport_dock\P3828.bmp,019.San_Antonio-class_transport_dock,Amphibious,85.17411
data\019.San_Antonio-class_transport_dock\P3850.bmp,019.San_Antonio-class_transport_dock,Amphibious,86.65518
data\019.San_Antonio-class_transport_dock\P3925.bmp,019.San_Antonio-class_transport_dock,Amphibious,67.37018
data\019.San_Antonio-class_transport_dock\P3947.bmp,019.San_Antonio-class_transport_dock,Amphibious,71.26938
data\019.San_Antonio-class_transport_dock\P3969.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.682755
data\019.San_Antonio-class_transport_dock\P4017.bmp,019.San_Antonio-class_transport_dock,Amphibious,77.52662
data\019.San_Antonio-class_transport_dock\P4038.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.683105
data\019.San_Antonio-class_transport_dock\P4060.bmp,019.San_Antonio-class_transport_dock,Amphibious,72.51679
data\019.San_Antonio-class_transport_dock\P4063.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.368805
data\019.San_Antonio-class_transport_dock\P4072.bmp,019.San_Antonio-class_transport_dock,Amphibious,77.0423
data\019.San_Antonio-class_transport_dock\P4097.bmp,019.San_Antonio-class_transport_dock,Amphibious,88.49294
data\019.San_Antonio-class_transport_dock\P4110.bmp,019.San_Antonio-class_transport_dock,Amphibious,66.074936
data\019.San_Antonio-class_transport_dock\P4142.bmp,019.San_Antonio-class_transport_dock,Amphibious,77.09042
data\019.San_Antonio-class_transport_dock\P4188.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.92137
data\019.San_Antonio-class_transport_dock\P4239.bmp,019.San_Antonio-class_transport_dock,Amphibious,82.728004
data\019.San_Antonio-class_transport_dock\P4258.bmp,019.San_Antonio-class_transport_dock,Amphibious,72.409904
data\019.San_Antonio-class_transport_dock\P4272.bmp,019.San_Antonio-class_transport_dock,Amphibious,66.02257
data\019.San_Antonio-class_transport_dock\P4321.bmp,019.San_Antonio-class_transport_dock,Amphibious,82.183876
data\019.San_Antonio-class_transport_dock\P4383.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.80269
data\019.San_Antonio-class_transport_dock\P4439.bmp,019.San_Antonio-class_transport_dock,Amphibious,82.31994
data\019.San_Antonio-class_transport_dock\P4460.bmp,019.San_Antonio-class_transport_dock,Amphibious,76.510544
data\019.San_Antonio-class_transport_dock\P4466.bmp,019.San_Antonio-class_transport_dock,Amphibious,73.542305
data\019.San_Antonio-class_transport_dock\P4499.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.79055
data\019.San_Antonio-class_transport_dock\P4514.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.76437
data\019.San_Antonio-class_transport_dock\P4516.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.93788
data\019.San_Antonio-class_transport_dock\P4523.bmp,019.San_Antonio-class_transport_dock,Amphibious,87.60196
data\019.San_Antonio-class_transport_dock\P4527.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.05014
data\019.San_Antonio-class_transport_dock\P4576.bmp,019.San_Antonio-class_transport_dock,Amphibious,68.2245
data\019.San_Antonio-class_transport_dock\P4580.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.54578
data\019.San_Antonio-class_transport_dock\P4589.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.79396
data\019.San_Antonio-class_transport_dock\P4590.bmp,019.San_Antonio-class_transport_dock,Amphibious,87.44388
data\019.San_Antonio-class_transport_dock\P4610.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.963455
data\019.San_Antonio-class_transport_dock\P4616.bmp,019.San_Antonio-class_transport_dock,Amphibious,76.61722
data\019.San_Antonio-class_transport_dock\P4622.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.776855
data\019.San_Antonio-class_transport_dock\P4623.bmp,019.San_Antonio-class_transport_dock,Amphibious,82.75207
data\019.San_Antonio-class_transport_dock\P4628.bmp,019.San_Antonio-class_transport_dock,Amphibious,87.578156
data\019.San_Antonio-class_transport_dock\P4670.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.76346
data\019.San_Antonio-class_transport_dock\P4671.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.22296
data\019.San_Antonio-class_transport_dock\P4760.bmp,019.San_Antonio-class_transport_dock,Amphibious,90.313835
data\019.San_Antonio-class_transport_dock\P4771.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.55133
data\019.San_Antonio-class_transport_dock\P4808.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.92264
data\019.San_Antonio-class_transport_dock\P4850.bmp,019.San_Antonio-class_transport_dock,Amphibious,77.04117
data\019.San_Antonio-class_transport_dock\P4881.bmp,019.San_Antonio-class_transport_dock,Amphibious,68.59421
data\019.San_Antonio-class_transport_dock\P4883.bmp,019.San_Antonio-class_transport_dock,Amphibious,89.10222
data\019.San_Antonio-class_transport_dock\P4919.bmp,019.San_Antonio-class_transport_dock,Amphibious,75.204025
data\019.San_Antonio-class_transport_dock\P4977.bmp,019.San_Antonio-class_transport_dock,Amphibious,74.614105
data\019.San_Antonio-class_transport_dock\P5041.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.2035
data\019.San_Antonio-class_transport_dock\P5051.bmp,019.San_Antonio-class_transport_dock,Amphibious,68.59523
data\019.San_Antonio-class_transport_dock\P5052.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.64053
data\019.San_Antonio-class_transport_dock\P5071.bmp,019.San_Antonio-class_transport_dock,Amphibious,75.24689
data\019.San_Antonio-class_transport_dock\P5086.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.62369
data\019.San_Antonio-class_transport_dock\P5135.bmp,019.San_Antonio-class_transport_dock,Amphibious,68.78517
data\019.San_Antonio-class_transport_dock\P5212.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.27379
data\019.San_Antonio-class_transport_dock\P5291.bmp,019.San_Antonio-class_transport_dock,Amphibious,90.699196
data\019.San_Antonio-class_transport_dock\P5319.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.87402
data\019.San_Antonio-class_transport_dock\P5320.bmp,019.San_Antonio-class_transport_dock,Amphibious,67.9561
data\019.San_Antonio-class_transport_dock\P5348.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.99115
data\019.San_Antonio-class_transport_dock\P5386.bmp,019.San_Antonio-class_transport_dock,Amphibious,90.72731
data\019.San_Antonio-class_transport_dock\P5391.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.987816
data\019.San_Antonio-class_transport_dock\P5523.bmp,019.San_Antonio-class_transport_dock,Amphibious,67.96028
data\019.San_Antonio-class_transport_dock\P5524.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.55639
data\019.San_Antonio-class_transport_dock\P5576.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.6954
data\019.San_Antonio-class_transport_dock\P5634.bmp,019.San_Antonio-class_transport_dock,Amphibious,66.084946
data\019.San_Antonio-class_transport_dock\P5708.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.99313
data\019.San_Antonio-class_transport_dock\P5720.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.72524
data\019.San_Antonio-class_transport_dock\P5780.bmp,019.San_Antonio-class_transport_dock,Amphibious,76.27153
data\019.San_Antonio-class_transport_dock\P5798.bmp,019.San_Antonio-class_transport_dock,Amphibious,82.143394
data\019.San_Antonio-class_transport_dock\P5835.bmp,019.San_Antonio-class_transport_dock,Amphibious,67.86027
data\019.San_Antonio-class_transport_dock\P5856.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.13953
data\019.San_Antonio-class_transport_dock\P5860.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.09214
data\019.San_Antonio-class_transport_dock\P5896.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.74254
data\019.San_Antonio-class_transport_dock\P5909.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.75758
data\019.San_Antonio-class_transport_dock\P5956.bmp,019.San_Antonio-class_transport_dock,Amphibious,86.388214
data\019.San_Antonio-class_transport_dock\P6036.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.76662
data\019.San_Antonio-class_transport_dock\P6037.bmp,019.San_Antonio-class_transport_dock,Amphibious,70.9182
data\019.San_Antonio-class_transport_dock\P6083.bmp,019.San_Antonio-class_transport_dock,Amphibious,89.7389
data\019.San_Antonio-class_transport_dock\P6120.bmp,019.San_Antonio-class_transport_dock,Amphibious,68.64438
data\019.San_Antonio-class_transport_dock\P6129.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.367294
data\019.San_Antonio-class_transport_dock\P6212.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.99795
data\019.San_Antonio-class_transport_dock\P6228.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.65793
data\019.San_Antonio-class_transport_dock\P6235.bmp,019.San_Antonio-class_transport_dock,Amphibious,82.37492
data\019.San_Antonio-class_transport_dock\P6294.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.31828
data\019.San_Antonio-class_transport_dock\P6310.bmp,019.San_Antonio-class_transport_dock,Amphibious,71.232864
data\019.San_Antonio-class_transport_dock\P6319.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.29173
data\019.San_Antonio-class_transport_dock\P6323.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.04259
data\019.San_Antonio-class_transport_dock\P6345.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.62343
data\019.San_Antonio-class_transport_dock\P6389.bmp,019.San_Antonio-class_transport_dock,Amphibious,77.246445
data\019.San_Antonio-class_transport_dock\P6411.bmp,019.San_Antonio-class_transport_dock,Amphibious,87.836914
data\019.San_Antonio-class_transport_dock\P6426.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.59346
data\019.San_Antonio-class_transport_dock\P6428.bmp,019.San_Antonio-class_transport_dock,Amphibious,75.30003
data\019.San_Antonio-class_transport_dock\P6502.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.86702
data\019.San_Antonio-class_transport_dock\P6511.bmp,019.San_Antonio-class_transport_dock,Amphibious,73.90872
data\019.San_Antonio-class_transport_dock\P6525.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.890564
data\019.San_Antonio-class_transport_dock\P6568.bmp,019.San_Antonio-class_transport_dock,Amphibious,86.29796
data\019.San_Antonio-class_transport_dock\P6631.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.38272
data\019.San_Antonio-class_transport_dock\P6661.bmp,019.San_Antonio-class_transport_dock,Amphibious,74.20677
data\019.San_Antonio-class_transport_dock\P6664.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.20244
data\019.San_Antonio-class_transport_dock\P6679.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.197365
data\019.San_Antonio-class_transport_dock\P6736.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.55943
data\019.San_Antonio-class_transport_dock\P6752.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.58942
data\019.San_Antonio-class_transport_dock\P6775.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.96336
data\019.San_Antonio-class_transport_dock\P6831.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.936005
data\019.San_Antonio-class_transport_dock\P6843.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.7408
data\019.San_Antonio-class_transport_dock\P6855.bmp,019.San_Antonio-class_transport_dock,Amphibious,88.48984
data\019.San_Antonio-class_transport_dock\P6953.bmp,019.San_Antonio-class_transport_dock,Amphibious,84.343666
data\019.San_Antonio-class_transport_dock\P7017.bmp,019.San_Antonio-class_transport_dock,Amphibious,85.27568
data\019.San_Antonio-class_transport_dock\P7060.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.67143
data\019.San_Antonio-class_transport_dock\P7099.bmp,019.San_Antonio-class_transport_dock,Amphibious,77.0945
data\019.San_Antonio-class_transport_dock\P7120.bmp,019.San_Antonio-class_transport_dock,Amphibious,86.465904
data\019.San_Antonio-class_transport_dock\P7143.bmp,019.San_Antonio-class_transport_dock,Amphibious,67.18997
data\019.San_Antonio-class_transport_dock\P7144.bmp,019.San_Antonio-class_transport_dock,Amphibious,91.51679
data\019.San_Antonio-class_transport_dock\P7186.bmp,019.San_Antonio-class_transport_dock,Amphibious,87.35846
data\019.San_Antonio-class_transport_dock\P7190.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.772675
data\019.San_Antonio-class_transport_dock\P7231.bmp,019.San_Antonio-class_transport_dock,Amphibious,70.357765
data\019.San_Antonio-class_transport_dock\P7270.bmp,019.San_Antonio-class_transport_dock,Amphibious,78.053024
data\019.San_Antonio-class_transport_dock\P7345.bmp,019.San_Antonio-class_transport_dock,Amphibious,87.82634
data\019.San_Antonio-class_transport_dock\P7377.bmp,019.San_Antonio-class_transport_dock,Amphibious,86.99864
data\019.San_Antonio-class_transport_dock\P7413.bmp,019.San_Antonio-class_transport_dock,Amphibious,79.40872
data\019.San_Antonio-class_transport_dock\P7444.bmp,019.San_Antonio-class_transport_dock,Amphibious,69.9908
data\019.San_Antonio-class_transport_dock\P7501.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.91983
data\019.San_Antonio-class_transport_dock\P7508.bmp,019.San_Antonio-class_transport_dock,Amphibious,87.081955
data\019.San_Antonio-class_transport_dock\P7523.bmp,019.San_Antonio-class_transport_dock,Amphibious,66.90333
data\019.San_Antonio-class_transport_dock\P7559.bmp,019.San_Antonio-class_transport_dock,Amphibious,69.328926
data\019.San_Antonio-class_transport_dock\P7568.bmp,019.San_Antonio-class_transport_dock,Amphibious,83.63109
data\019.San_Antonio-class_transport_dock\P7624.bmp,019.San_Antonio-class_transport_dock,Amphibious,76.712036
data\019.San_Antonio-class_transport_dock\P7634.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.69287
data\019.San_Antonio-class_transport_dock\P7649.bmp,019.San_Antonio-class_transport_dock,Amphibious,88.40774
data\019.San_Antonio-class_transport_dock\P7720.bmp,019.San_Antonio-class_transport_dock,Amphibious,69.566895
data\019.San_Antonio-class_transport_dock\P7721.bmp,019.San_Antonio-class_transport_dock,Amphibious,75.4304
data\019.San_Antonio-class_transport_dock\P7758.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.762825
data\019.San_Antonio-class_transport_dock\P7759.bmp,019.San_Antonio-class_transport_dock,Amphibious,77.21664
data\019.San_Antonio-class_transport_dock\P7774.bmp,019.San_Antonio-class_transport_dock,Amphibious,85.276245
data\019.San_Antonio-class_transport_dock\P7799.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.06473
data\019.San_Antonio-class_transport_dock\P7856.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.48926
data\019.San_Antonio-class_transport_dock\P7867.bmp,019.San_Antonio-class_transport_dock,Amphibious,85.75438
data\019.San_Antonio-class_transport_dock\P7872.bmp,019.San_Antonio-class_transport_dock,Amphibious,89.29214
data\019.San_Antonio-class_transport_dock\P7888.bmp,019.San_Antonio-class_transport_dock,Amphibious,80.34929
data\019.San_Antonio-class_transport_dock\P7918.bmp,019.San_Antonio-class_transport_dock,Amphibious,87.60181
data\019.San_Antonio-class_transport_dock\P7930.bmp,019.San_Antonio-class_transport_dock,Amphibious,77.02113
data\019.San_Antonio-class_transport_dock\P7945.bmp,019.San_Antonio-class_transport_dock,Amphibious,81.97063
data\019.San_Antonio-class_transport_dock\P8032.bmp,019.San_Antonio-class_transport_dock,Amphibious,68.34337
data\019.San_Antonio-class_transport_dock\P8092.bmp,019.San_Antonio-class_transport_dock,Amphibious,89.74384
data\019.San_Antonio-class_transport_dock\P8107.bmp,019.San_Antonio-class_transport_dock,Amphibious,86.97688
data\019.San_Antonio-class_transport_dock\P8151.bmp,019.San_Antonio-class_transport_dock,Amphibious,82.729065
data\019.San_Antonio-class_transport_dock\P8232.bmp,019.San_Antonio-class_transport_dock,Amphibious,85.790344
data\019.San_Antonio-class_transport_dock\P8235.bmp,019.San_Antonio-class_transport_dock,Amphibious,76.41487
data\019.San_Antonio-class_transport_dock\P8277.bmp,019.San_Antonio-class_transport_dock,Amphibious,86.09305
data\019.San_Antonio-class_transport_dock\P8374.bmp,019.San_Antonio-class_transport_dock,Amphibious,85.632065
