img_path,fine_label,super_label
data\019.San_Antonio-class_transport_dock\ship8br.jpg,019.San_Antonio-class_transport_dock,Amphibious
data\019.San_Antonio-class_transport_dock\ship8co.jpg,019.San_Antonio-class_transport_dock,Amphibious
data\019.San_Antonio-class_transport_dock\ship8con.jpg,019.San_Antonio-class_transport_dock,Amphibious
data\019.San_Antonio-class_transport_dock\ship8fl.jpg,019.San_Antonio-class_transport_dock,Amphibious
data\019.San_Antonio-class_transport_dock\ship8ra.jpg,019.San_Antonio-class_transport_dock,Amphibious
data\019.San_Antonio-class_transport_dock\ship8ro.jpg,019.San_Antonio-class_transport_dock,Amphibious
data\019.San_Antonio-class_transport_dock\ship9br.jpg,019.San_Antonio-class_transport_dock,Amphibious
data\019.San_Antonio-class_transport_dock\ship9co.jpg,019.San_Antonio-class_transport_dock,Amphibious
data\019.San_Antonio-class_transport_dock\ship9con.jpg,019.San_Antonio-class_transport_dock,Amphibious
data\019.San_Antonio-class_transport_dock\ship9fl.jpg,019.San_Antonio-class_transport_dock,Amphibious
data\019.San_Antonio-class_transport_dock\ship9ra.jpg,019.San_Antonio-class_transport_dock,Amphibious
data\019.San_Antonio-class_transport_dock\ship9ro.jpg,019.San_Antonio-class_transport_dock,Amphibious
data\019.San_Antonio-class_transport_dock\佐世保1.png,019.San_Antonio-class_transport_dock,Amphibious
data\019.San_Antonio-class_transport_dock\佐世保2.png,019.San_Antonio-class_transport_dock,Amphibious
data\020.Freedom-class_combat_ship\P0049.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0122.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0213.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0324.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0329.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0443.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0478.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0516.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0731.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0744.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0778.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0797.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0871.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0887.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0930.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P0941.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1017.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1038.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1066.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1090.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1214.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1221.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1283.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1294.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1367.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1471.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1475.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1529.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1581.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1628.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1666.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1697.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1716.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1833.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1865.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1907.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P1914.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2040.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2063.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2127.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2188.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2291.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2294.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2300.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2301.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2331.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2554.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2565.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2573.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2673.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2714.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2760.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2770.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2786.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2794.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P2849.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3051.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3059.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3207.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3245.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3377.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3420.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3478.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3495.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3522.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3541.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3559.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3581.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3680.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3705.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3741.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P3779.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P4006.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P4064.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P4264.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P4485.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P4500.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P4580.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P4627.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P4675.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P4727.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P4789.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P4843.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P4854.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P4903.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5017.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5203.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5336.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5338.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5466.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5471.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5509.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5517.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5555.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5575.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5632.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5691.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5824.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5825.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5922.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P5939.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6005.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6018.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6095.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6164.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6180.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6303.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6310.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6319.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6329.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6483.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6531.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6534.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6588.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6661.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6696.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6699.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6707.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6814.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6847.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6877.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6892.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6945.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P6962.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7070.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7071.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7138.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7202.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7297.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7321.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7333.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7376.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7414.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7429.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7563.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7585.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7743.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7798.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7806.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7815.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7945.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7986.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P7998.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8193.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8197.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8235.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8255.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8339.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8383.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8498.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8591.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8703.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8755.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8790.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8829.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8871.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P8917.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9028.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9066.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9150.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9173.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9237.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9247.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9283.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9476.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9549.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9596.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9667.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9684.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9690.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9708.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9729.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9739.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9757.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9814.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9923.bmp,020.Freedom-class_combat_ship,Destroyer
data\020.Freedom-class_combat_ship\P9938.bmp,020.Freedom-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0019.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0048.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0111.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0114.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0131.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0162.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0217.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0256.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0277.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0318.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0355.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0427.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0439.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0500.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0551.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0570.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0598.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0613.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0627.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0673.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0688.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0754.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0803.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0815.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0841.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P0846.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1003.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1073.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1092.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1093.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1115.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1135.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1145.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1187.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1255.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1337.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1349.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1485.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1536.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1547.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1653.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1781.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1782.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1838.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1896.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1950.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P1990.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2062.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2074.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2090.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2105.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2233.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2384.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2424.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2477.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2487.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2580.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2599.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2691.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2879.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P2882.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3052.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3147.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3179.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3232.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3296.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3302.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3339.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3405.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3445.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3542.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3544.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3545.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3599.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3666.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3679.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3724.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3748.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3854.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3859.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3934.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P3977.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4007.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4038.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4049.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4053.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4109.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4118.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4202.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4230.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4238.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4243.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4301.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4388.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4405.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4432.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4489.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4566.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4572.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4603.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4617.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4652.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4701.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4726.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4731.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4756.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4801.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4903.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4904.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P4917.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P5000.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P5005.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P5040.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P5071.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P5073.bmp,021.Independence-class_combat_ship,Destroyer
data\021.Independence-class_combat_ship\P5106.bmp,021.Independence-class_combat_ship,Destroyer
